epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants,vaccinated_third,vaccinated_third_per_100_inhabitants
27,2020-07-01,Brazil,PE,TOTAL,65,4894,847,59705,4894,59705,5.120.816,62.472.069,8.197,41343,7970,116680,122.087.615,,,,,,,,
27,2020-07-02,Brazil,PE,TOTAL,74,4968,1414,61119,4968,61119,5.198.245,63.951.602,8.128,41925,7970,116680,122.087.615,,,,,,,,
27,2020-07-03,Brazil,PE,TOTAL,100,5068,1243,62362,5068,62362,5.302.880,65.252.210,8.127,41925,7970,116680,122.087.615,,,,,,,,
27,2020-07-04,Brazil,PE,TOTAL,48,5116,1095,63457,5116,63457,5.353.105,66.397.958,8.062,41925,7970,116680,122.087.615,,,,,,,,
28,2020-07-05,Brazil,PE,TOTAL,27,5143,1672,65129,5143,65129,5.381.356,68.147.448,7.897,44568,7970,129972,135.995.641,,,,,,,,
28,2020-07-06,Brazil,PE,TOTAL,20,5163,513,65642,5163,65642,5.402.283,68.684.223,7.865,46417,7970,129972,135.995.641,,,,,,,,
28,2020-07-07,Brazil,PE,TOTAL,71,5234,509,66151,5234,66151,5.476.573,69.216.813,7.912,46417,7970,129972,135.995.641,,,,,,,,
28,2020-07-08,Brazil,PE,TOTAL,89,5323,1453,67604,5323,67604,5.569.698,70.737.154,7.874,47881,9474,129972,135.995.641,,,,,,,,
28,2020-07-09,Brazil,PE,TOTAL,86,5409,1163,68767,5409,68767,5.659.684,71.954.054,7.866,47881,9474,129972,135.995.641,,,,,,,,
28,2020-07-10,Brazil,PE,TOTAL,73,5482,1333,70100,5482,70100,5.736.067,73.348.833,7.820,49483,9474,129972,135.995.641,,,,,,,,
28,2020-07-11,Brazil,PE,TOTAL,74,5556,1270,71370,5556,71370,5.813.497,74.677.692,7.785,49483,9474,148711,155.603.113,,,,,,,,
29,2020-07-12,Brazil,PE,TOTAL,39,5595,1100,72470,5595,72470,5.854.304,75.828.672,7.720,50850,9474,148711,155.603.113,,,,,,,,
29,2020-07-13,Brazil,PE,TOTAL,57,5652,431,72901,5652,72901,5.913.946,76.279.647,7.753,51095,9474,148711,155.603.113,,,,,,,,
29,2020-07-14,Brazil,PE,TOTAL,63,5715,675,73576,5715,73576,5.979.866,76.985.930,7.767,51095,9474,148711,155.603.113,,,,,,,,
29,2020-07-15,Brazil,PE,TOTAL,57,5772,1384,74960,5772,74960,6.039.507,78.434.073,7.700,53355,9474,159824,167.231.153,,,,,,,,
29,2020-07-16,Brazil,PE,TOTAL,64,5836,1131,76091,5836,76091,6.106.473,79.617.490,7.670,53970,9474,159824,167.231.153,,,,,,,,
29,2020-07-17,Brazil,PE,TOTAL,33,5869,1332,77423,5869,77423,6.141.003,81.011.222,7.580,53970,9474,159824,167.231.153,,,,,,,,
29,2020-07-18,Brazil,PE,TOTAL,59,5928,1086,78509,5928,78509,6.202.737,82.147.553,7.551,56368,9474,159824,167.231.153,,,,,,,,
30,2020-07-19,Brazil,PE,TOTAL,56,5984,943,79452,5984,79452,6.261.333,83.134.257,7.532,56615,9474,159824,167.231.153,,,,,,,,
30,2020-07-20,Brazil,PE,TOTAL,52,6036,663,80115,6036,80115,6.315.743,83.827.985,7.534,56615,10683,174680,182.775.664,,,,,,,,
30,2020-07-21,Brazil,PE,TOTAL,53,6089,326,80441,6089,80441,6.371.199,84.169.093,7.570,58821,10683,174680,182.775.664,,,,,,,,
30,2020-07-22,Brazil,PE,TOTAL,63,6152,941,81382,6152,81382,6.437.119,85.153.705,7.559,60119,10683,174680,182.775.664,,,,,,,,
30,2020-07-23,Brazil,PE,TOTAL,59,6211,1858,83240,6211,83240,6.498.853,87.097.815,7.462,60360,10683,174680,182.775.664,,,,,,,,
30,2020-07-24,Brazil,PE,TOTAL,26,6237,1802,85042,6237,85042,6.526.058,88.983.330,7.334,61995,12648,184441,192.989.044,,,,,,,,
30,2020-07-25,Brazil,PE,TOTAL,62,6299,1710,86752,6299,86752,6.590.931,90.772.581,7.261,61995,12648,184441,192.989.044,,,,,,,,
31,2020-07-26,Brazil,PE,TOTAL,53,6352,1714,88466,6352,88466,6.646.388,92.566.017,7.180,65177,12648,184441,192.989.044,,,,,,,,
31,2020-07-27,Brazil,PE,TOTAL,24,6376,666,89132,6376,89132,6.671.500,93.262.884,7.153,65688,12648,184441,192.989.044,,,,,,,,
31,2020-07-28,Brazil,PE,TOTAL,45,6421,546,89678,6421,89678,6.718.586,93.834.188,7.160,67929,12329,203037,212.446.889,,,,,,,,
31,2020-07-29,Brazil,PE,TOTAL,63,6484,1858,91536,6484,91536,6.784.505,95.778.299,7.084,68401,12329,203037,212.446.889,,,,,,,,
31,2020-07-30,Brazil,PE,TOTAL,42,6526,1837,93373,6526,93373,6.828.452,97.700.436,6.989,69073,12329,203037,212.446.889,,,,,,,,
31,2020-07-31,Brazil,PE,TOTAL,31,6557,1632,95005,6557,95005,6.860.889,99.408.072,6.902,70967,12329,203037,212.446.889,,,,,,,,
31,2020-08-01,Brazil,PE,TOTAL,40,6597,1741,96746,6597,96746,6.902.742,101.229.760,6.819,72672,12329,203037,212.446.889,,,,,,,,
32,2020-08-02,Brazil,PE,TOTAL,37,6634,1224,97970,6634,97970,6.941.457,102.510.487,6.771,73370,15453,230791,241.487.167,,,,,,,,
32,2020-08-03,Brazil,PE,TOTAL,35,6669,431,98401,6669,98401,6.978.079,102.961.462,6.777,75388,15453,230791,241.487.167,,,,,,,,
32,2020-08-04,Brazil,PE,TOTAL,48,6717,432,98833,6717,98833,7.028.304,103.413.483,6.796,75388,15453,230791,241.487.167,,,,,,,,
32,2020-08-05,Brazil,PE,TOTAL,41,6758,1488,100321,6758,100321,7.071.204,104.970.445,6.736,77142,15453,230791,241.487.167,,,,,,,,
32,2020-08-06,Brazil,PE,TOTAL,70,6828,1074,101395,6828,101395,7.144.448,106.094.221,6.734,77379,15453,243032,254.295.484,,,,,,,,
32,2020-08-07,Brazil,PE,TOTAL,39,6867,1477,102872,6867,102872,7.185.256,107.639.673,6.675,77379,17927,243032,254.295.484,,,,,,,,
32,2020-08-08,Brazil,PE,TOTAL,53,6920,1241,104113,6920,104113,7.240.712,108.938.188,6.647,80102,17927,243032,254.295.484,,,,,,,,
33,2020-08-09,Brazil,PE,TOTAL,50,6970,1268,105381,6941,105134,7.293.029,110.264.955,6.614,82665,19538,255846,267.703.358,,,,,,,,
33,2020-08-10,Brazil,PE,TOTAL,0,6970,0,105381,6970,105381,7.293.029,110.264.955,6.614,83137,19538,255846,267.703.358,,,,,,,,
33,2020-08-11,Brazil,PE,TOTAL,38,7008,601,105982,7008,105982,7.332.791,110.893.808,6.612,85731,19538,255846,267.703.358,,,,,,,,
